id	sentence_1	sentence_2	similarity
463	وقد أخبره طالباني إن زعماء العراق بحاجة إلى مساعدة الأمم المتحدة والمشورة في القرارات الجديدة التي اتخذت حول تنظيم حكومة عراقية مؤقتة بحلول شهر يونيو	وقد أخبره طالباني إن مجلس الإدارة سيحتاج لمساعدة الأمم المتحدة والمشورة في تنفيذ القرارات الجديدة التي اتخذت	3.25
464	يواجه ستانفورد (46-15) فريق ساوث كارولينا (44-20) يوم الجمعة في المباراة الافتتاحية ضمن بطولة الإقصاء المزدوج	يواجه ستانفورد (46-15) فريق ساوث كارولينا (44-20) اليوم في مباراة الجولة الأولى على ملعب روزنبلات في أوماها بولاية نبراسكا	3.333
465	حصل مؤشر شركة ستاندرد آند بورز 500 على 10.89، أو 1.2 في المائة إلى 931.12 اعتبارا من الساعة 12:01 مساء في نيويورك	تقدم مؤشر الـ SPX شركة ستاندرد آند بورز 500 المشهورة 11 نقطة، أو 1.25 في المائة ليصل إلى 931	3.0
466	"قال مساعد وزير العدل الأميركي تود غرينبرغ،المدعي العام لمكافحة الإرهاب في سياتل "" إننا حذرون من الوضع"""	"قال مساعد وزير العدل الأميركي تود غرينبرغ،المدعي العام لمكافحة الإرهاب في سياتل ""نحن الآن بصدد توسيع جميع المصادر المتاحة بالنسبة للتحقيق"""	2.667
467	ولكنهم لايدركون هذا حتى يفوت الأوان ( بالطبع) لأنهم ضحايا محتملون	ولكنهم لايدركون هذا حتى يفوت الأوان ( بالطبع) لأنهم ضحايا محتملون في فيلم رعب	3.667
468	محامي الأطفال المدعين قال إنه يخطط للاستئناف	قال آرثر بنسون المحامي في قضية الأطفال المدعين إنه سوف يستأنف	3.667
469	تراجع اليورو بما يصل إلى أربعة في المائةمنذ تسجيله لمستواه القياسي بـ1.1935 دولار تقريبا في الأسبوع الماضي، وأصاب مستوى قياسيا بـ 140.90 ينا في أواخر مايو	تراجع اليورو بنسبة حوالي 4 في المائة تقريبا منذ تسجيله لمستواه القياسي  بحوالي 1.1935 دولار فقط في الأسبوع الماضي ومحققا القيمة العالية على الإطلاق بـ 140.90 ينا في أواخر مايو	4.333
470	إن ولاية تكساس ، صاحبة ما يربو على ثلاثة أضعاف عدد سجناء ولاية متشجن، تعالج 328 من سجنائها الـ 16،298 المصابين.	ولاية بنسلفانيا، والتي تملك أكثر نظم العلاج عدائية ، تعالج 548 من أصل 8.030 سجينا	1.333
471	صعد مؤشر الأسهم  المركبة لشركة ناسداك المعبأة تكنولوجيا 19.11 نقطة أو 1.2 في المائة لتبلغ 1،615.02	ارتفعت الأسهم المركبة شركة ناسداك المحملة بالتكنولوجيا 20.96 نقطة لتصل إلى 1595.91 وتغلق عند أعلى مسنوى لها منذ 12 شهر	2.2
472	ارتفع مؤشر شركة ستاندرد آند بورز 500 المشهورة < الأوسع نطاقا> قليلا بـ 9 نقاط، أو 0.98 في المائة ليصل إلى 921	نزل مؤشر أسهم شركة ناسداك التكنولوجية 15 نقطة ، او 0.98 في المائة ، ليصل إلى 921	1.2
473	مع وجود خاصية الكشف (إكس-بو-ساي)، تتقلص جميع النوافذ المفتوحة على الكمبيوتر فورا لتناسب الشاشة، ولكنها تبقى واضحة بما يكفي لتمييزها	مع وجود ميزة الكشف، تتقلص جميع النوافذ المفتوحة لتناسب الشاشة، ولكنها تبقى بوضوح يكفي لتمييزها	4.4
474	عوضا عن ذلك فإنه غادر قاعة المحكمة حرا طليقا بعد نفي التهم الجنائية عنه من قبل السلطات	عوضا عن ذلك، نفى الادعاء التهم عنه وغادر راكر قاعة المحكمة حرا طليقا	3.4
475	"وقال الوزير جيم وولفكيل رئيس المحلفين "" كانت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"""	" قال جيم وولفكيل رئيس المحلفين، والوزير ذو الـ 41 عاما ""مثلت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"""	4.2
476	يصل السيد بوش يوم الثلاثاء في أول زيارة للدولة يقوم بها رئيس أميركا	وقد وصل في نهاية هذا الأسبوع في أول زيارة دولة  يقوم بها رئيس الولايات المتحدة	3.0
477	تمت الموافقة على الصفقة من قبل كل من مجلسي إدارة الشركتين، ومن المتوقع إنهاؤها في الربع الثالث من هاذ العام	من المتوقع إنهاء الصفقة التي وافق عليها كل من مجلسي إدارة الشركتين، في الربع الثالث من الربع الثالث من سنة نيفيديا المالية	3.4
478	تنبأت الشركة في وقت سابق هذا العام بزيادة تبلغ 4.9 في المائة	تكهنت شركة الأبحاث مسبقا بزيادة قدرها 4.9 في المائة	4.8
479	قال جيم كنغ رئيس مجلس الشيوخ،إن حاكم الولاية جب بوش يقترح أن يدعم مجلس الشيوخ تغطية الأضرار غي الاقتصادية	قال جيم كنغ رئيس مجلس الشيوخ، إنه يمكن للخليط المتطاير أن يمط الجلسة المحددة من قبل بوش لأكثر من أربعة أيام	2.75
480	أكثر من 100 ضابط شرطة أطلقوا في مداهمات لندن في المرحلة النهائية من عملية العامين للتحقيق في الكوكايين المستورد وعصابة غسيل الأموال	شارك أكثرمن 100 ضابط شرطة في الاحتفالية التي كانت تتويجا لعملية استمرت سنتين حول التحقيق في الكوكايين المستورد وعصابة غسيل الأموال	4.0
481	كانت الأرباح 59 سنتا للسهم لمدة ثلاثة أشهر انتهت في 25 مايو مقارنة بـ 25 سنتا للسهم في السنة الماضية	استبعادا للبنود الاستثنائية، بلغت أرباح الربع الرابع 64 سنتا للسهم مقارنة بـ 25 سنتا للسهم في العام الماضي	1.0
482	ولكن في سن الـ 15 ، وزنها كان هائلا 117 كجم ووصلت لقرار صعب : لقد حان الوقت لإجراء جراحة	ولكنها وصلت في سن الـ15، إلى 260 باوند وقرار صعب ، لقد حان الوقت المناسب لإجراء جراحة	4.25
483	بلغت قيمة الصفقة الجديدة 1.75 بليون دولار،وتشمل 863 مليون دولار نقدا و52.6 مليون سهما لحساب شركة بيبول سوفت	قالت الشركات، سوف تلتزم شركة بيبول سوفت  بـ863 مليون دولار نقدا وتصدر 52.6 مليون سهما جديدا	3.0
484	يعالج هذا المستشفى جميع الناس، وإن استطعنا فعل ذلك في جميع أنحاء العالم، فسنستطيع القضاء على اإرهاب	وقال ، إنه إن تمكنا من فعل ذلك في جميع أنحاء العالم، فسوف نستطيع وضع حد للإرهاب	3.5
485	"في خطابه الذي ألقاه يوم 28 يناير حول رسالة الاتحاد، قال بوش""إن الحكومة البريطانية كانت قد علمت أن صدام حسين اشترى مؤخرا كميات كبيرة من اليورانيوم من أفريقيا"	ففي خطابه الذي ألقاه في الاتحاد في يناير، أعلن بوش أن بريطانيا علمتمن أفريقيا أن صدام حسين قد اشترى مؤخرا كميات كبيرة من اليورانيوم من أفريقيا	4.0
486	وهذا يصل إلى 1.14 بليون دولار خلال الربع نفسه في السنة الماضية	ارتفع صافي الإيرادات إلى 3.99 بليون دولار من 3.85 بليون دولار خلال الربع نفسه في السنة الماضية	1.75
487	إن كانت تلك هي ليلة الأحد التي ما قبل كومدكس، فلابد أنه حان حان الوقت أيضا لجهاز كينوت آخر من بل جيتس	إذا كان هذا هو جهاز كومدكس الخاص ببيل جيتس، فلابد أنه قد حان الوقت لأجهزة كمبيوتر لوحية جديدة	3.067
488	وقد ألقي القبض عليه الأسبوع الماضي ، لزعم أنه قد لكم حارس مواقف سيارات خارج ملهى ليلي في لوس أنجلوس	وفقا للتقارير، زعم أن فارسا قد ضرب حارس مواقف سيارات بشدة خارج ملهى ليلي في لوس أنجلوس	3.25
489	جودي سنجر، في الصف السادس من واشنطن العاصمة، تترقب بفارغ الصبر دورها في الميكروفون	ومن بين أولئك الذين ينتظرون دورهم كانت جودي سنجر، فتاة في الصف السادس من واشنطن العاصمة	3.75
490	صرحت الجمعية الأمريكية للسرطان مع العديد من العلماء بأن الدراسة كانت معيبة من جهات عدة	ولكن جمعية السرطان صرحت بأنه قد أسيء استخدام دراستها	2.25
491	تم التحفظ على طاطار دون كفالة في سجن مقاطعة أرمسترونج اليوم	كلاهما مقبوض عليه في سجن مقاطعة أرمسترونج	2.5
492	على بعد أميال قليلة غربا تقع تيوتهواكان، حيث قد تهجن الذرة لأول مرة من 4،000 سنة مضت	على بعد أميال قليلة أقصى الشرق تقع تهواكان، حيث قد تهجن الذرة لأول مرة من 4،000 سنة مضت	3.75
493	هدفت الخدمة المجانية في الأصل إلى حجب حوالي 80 في المائة من الكالمات التسويقية	سيطر الارتباك على أسبوع صاخب للقائمة، والني يراد منع نحو 80 في المائة من مكالماتها التسويقية عبر الهاتف	3.25
494	من بين 24 مديرا ليسوا تنفيذيين في البورصة، شطر ممثلون لصناعة الأوراق المالية، وشطر يمثل أعضاء عموميين محددين	ينقسم الـ 24 عضوا الآخرون بين ممثلي صناعة الأوراق المالية ، وما يعرف بأعضاء مجلس الإدارة العام	4.0
495	"وقال مارسيه فولر الرئيس النتفيذي لشكة ميرانت،"" إن أقوى أولوياتنا هي الوصول إلى إعادة هيكلة المالية بعيدا عن المحكمة"""	"وقال الرئيس التنفيذي مارسيه فولر""إن أقوى أولوياتنا هي الوصول إلى إعادة هيكلة المالية بعيدا عن المحكمة، ولانزال متفائلين أننا نستطيع فعل ذلك"""	4.0
496	إن التنفيذيين المشمولين هم المديران التنفيذيان السابقان باول أ. أليير و ج. ريتشارد ثومان وكذلك المدير المالي السابق باري روميريل	إن من وردت أسماؤهم في الشكوى كانوا كبراء المسؤولين التنفيذيين السابقين باول أ. ألير  وج. ريتشارد ثومان والمدير المالي السابق باري د. روميريل	3.444
497	صوتت المطرانية في وسط فلوريدا يوم السبت لنبذ قرار من مؤتمر الطوائف الوطني لتأكيد تعيين رجل مثلي الجنس كمطران	أصبحت مطرانية ولاية وسط فلوريدا يوم السبت هي أول عشيرة ترفض رسميا السياسات الطوائف القومية حول المثلية الجنسية	2.75
498	اتهمت تشارا لاركنز، 32 عاما، من منهاتن، بالإدلاء بشهادة زور وتقديم وثيقة مزورة لعقود زيجات ثلاث	تشيرا لاركنز، 32 عاما، من منهاتن المتهمة بثلاث زيجات صورية، اتهمت أيضا بشهادة زور، وتقديم وثيقة مزورة	4.6
499	صرحت شر كة بوسطن العلمية أنها حصلت على 51 في المائة السوق مغلفة الدعامات في أوربا	 وقدرت يوم الخميس أن حصتها في سوق أوربا تقدر بـ 51 في المائة	2.8
500	ومن المقرر أن تعقد اللجنة المصرفية لمجلس الشيوخ جلسة استماع يوم الثلاثاء، حينما سيتم استجواب دونالدسون حول التحوط وصناديق الاستثمار المشترك	من المقرر أن تعقد اللجنة المصؤفية لمجلس الشيوخ جلسة استماع يوم الثلاثاء ، حيث يتوقع أن يدلي دونالدسون بشهادته حول التحوط وصنانديق الاستثمار المشترك	4.8
501	انخفض مؤشر شركة ستاندرد آند بورز 500 المشهورة، بـ 0.04 نقطة أو 0 في المائة عند 971.52	كان مؤشر مجموعة شركات ناسداك للتكنولوجيا الثقيلة قبالة 0.11 في المائة، أو 1.78 نقطة، عند 1،594.13	0.6
502	إن للمدعين الحق في أن نحترم حياتهم الشخصية	"وقال كينيدي "" لهؤلاء الرجال الحق في أن نحترم حياتهم الشخصية"""	2.75
503	اتهم شريكه بيجان دارفيش بتقديم تقرير شرطة مزور	السيد مورس متهم في اعتداء، أما دارفيش فهو متهم بتقديم تقرير مزور	2.75
504	 الانفجار الناجم عن إشعاع القنبلة القذرة، أول حدث على مدار تدريبات الأسبوع، وقع ساحة عدة فدادين في جنوب سياتل الصناعية	حصل الانفجار الوهمي، أول حدث في التدريبات، في جنوب سياتل الصناعية	3.25
505	تم تعيين بروس ن. هوثورن كنائب الرئيس التنفيذي ومدير الموظفين	كان العمل الثالث لوظيفة جديدة، نائب الرئيس ااتنفيذي ومدير الموظفين	3.25
506	وقالت اللجنة عين باتون أيضا كونر في مجلس يانصيب كنتاكي،وسث كونر في مجلس التنمية الصناعية	خفضت اللجنة الرسوم بسبب تعيين باتون بشكل غير سليم لكونر في مجلس يانصيب كنتاكي ومن ثم تعيين زوج كولن، سث، أيضا بشكل غير سليم، لمجلس التنمية الزراعية	2.5
507	وقال ماكجيل أيضا إن قفازا داكنا تم حشوه داخل الثقب الذي تم إحداثه في صندوق سيارة الكابريس	روى ماكجيل أيضا بالتفصيل عن الثقب الذي تم إحداثه في صندوق سيارة الكابريس	2.25
508	تكهن المحللون بأن مبيعات الربع الثاني تقدر بـ 614 مليون دولار وفقا لمكالمة طومسون الأولى	توقع المحللون خسارة صافية تقدر بـ 54 سنتا للسهم وفقا لمكالمة طومسون الأولى	1.5
509	وقد تلقى الآباء رسائل تعلمهم باحتمالية حدوث تلوث بالأمس	وقد أرسل الحي بالأمس أيضا رسائل لإبلاغ الآباء بالوضع	3.0
510	أحدهم يعزف البيانو.	أحدهم يقلي لحما.	0.25
511	شخص ما يقطع بعجلة الفطر بالسكين.	الرجل يقطّع بسرعة بعض الفطر باستعمال السكين.	3.75
512	إمرأة تكسر ثلاثة بيضات في الإناء.	أمرأة تظيف المكونات في الإناء.	1.75
513	رجل يتزلج فوق نصف أنبوب.	متزلج قام بحركات مخادعة فوق نصف أنبوب.	3.5
514	رجل يتحدث في المنصة .	رجل يتحدث على خشبة المسرح ؟	3.4
515	رجل ذو قبعة يعزف القيثارة.	رجل يعزف القيثارة.	1.4
516	رجل يعزف القيثارة.	رجل يلعب على لوحة مفاتيحه.	1.4
517	شخص ما يقطّع الكرّاث.	 شخص ما يقطّع حبة بطاطا.	1.0
518	رجل يعزف قيثارته.	رجل يلعب الطبول.	1.8
519	رجل يرقص رأسا على عقب على السقف.	 رجل يرقص على صقف الغرفة.	4.6
520	إمرأتان تتسوقان.	رجلان يرقصان.	0.4
521	أحدهم يتبّل بيضتان نيئتان في إناء.	أحدهم يتبّل بيضا.	3.6
522	المرأة تقطع البصل الأخضر.	إمرأة تقشر بصلة.	3.25
523	شخص يقشّر حبة بطاطا.	شخص يخلط وعاء من الأرز.	0.778
524	قرد يتأرجح في الأشجار.	رجل يتأرجح في حبل.	1.25
525	شخص يحمل سمكة.	شخص يقطّع بصلة.	0.75
526	إمرأة تقطّع البروكولي.	رجل يقطّع الطماطم.	1.5
527	إمرأة تمشّط شعرها.	إمرأة تغلي الروبيان.	1.0
528	رجل يقطّع  حبة بطاطا.	رجل يقطّع حبة بطاطا.	3.75
529	رجل يرقص.	رجل يقرص في الطريق.	3.25
530	أيل يقفز فوق سياج الإعصار.	الأيل قفز فوق السياج.	4.0
531	إمرأة ترقص تحت المطر.	طفلة ترقص تحت المطر .	3.0
532	إمرأة تجلس على المكتب.	إمرأة تكتب رسالة	1.667
533	القرد يلعب الطبول.	الغوريلا تلعب الطبول.	3.333
534	طفلة تعزف القيثارة.	رجل يعزف القيثارة .	2.25
535	إمرأة تقطف الطماطم.	إمرأة تركب الحصان.	0.5
536	 أسد يحاول تسلق الجدار.	يحاول شبل الأسد تسلق السياج.	2.75
537	رجل يتحدث عبر مكبر الصوت.	رجل يتحدث في الهاتف الخلوي .	2.0
538	رجل ينظف قرصا مضغوطا.	رجل يعزف القيثارة.	0.833
539	ولد قص العشب بالمقص.	قص الولد العشب عند حافة الطريق بالمقص.	3.75
540	إمرأة تقطّع  البطاطا المقشرة إلى شرائح .	إمرأة تقطّع بعض البطاطا المقشرة إلى شرائح سميكة.	4.0
541	رجل في المكتبة يتكلم.	رجل ذو نظّارة يتكلّم.	3.25
542	فتاة تركب عجلة.	فتاة صغيرة تركب عجلة.	2.75
543	إمرأة تقطّع البروكولي.	إمرأة تقص بعض الزهور.	1.0
544	رجل يمشي أسفل الرصيف.	شخص يمشي في طريق الحجارة.	3.5
545	الرجل يصب المرق في الوعاء	أحد ما يصب مرق الدجاج في وعاء.	3.75
546	الرجل يعزف البيانو بأنفه.	رجل يستعمل لوح المفاتيح بأنفه.	4.4
547	قط يلعب.	رجل يعزف قيثارة.	0.4
548	الحيوان يقفز.	حيوان يأكل.	0.4
549	رجل يرفع الحديد.	رجل يرفع الأثقال.	4.2
550	رجل يجري مع الشاحنة.	رجل يجري مع الحافلة.	2.5
551	رجل يجلس على صخرة.	رجل يتسلق الحبل.	0.25
552	قطة تلعق كفها.	قطة تعزف البيانو.	0.25
553	إمرأة تضيف الزيت للطبق.	إمرأة ترقص تحت المطر.	0.25
554	قطة تلعق نفسها.	قطة تنظف نفسها.	3.8
555	رجل يقوم بعرض بكرة القدم .	رجل يركل كرة القدم.	2.6
556	المتسابقون يجرون في المسار.	رجال يجرون في السباق.	2.6
557	إمرأة تنظر خارج النافذة.	إمرأة تفتح نافذة.	2.0
558	إمرأة تقطّع البطاطا.	رجل سقطّع الطماطم إلى قطع.	1.8
559	إمرأة تضع الكحل.	رجل يعزف الناي.	0.0
560	إمرأة تقطّع الجزر.	إمرأة تقطّع البطاطا.	1.2
561	ثلاث رجال بدون قمصان  يرقصون في الطريق.	ثلاث رجال يقومون بنفس الرقصة في الطريق.	3.8
562	ديك ينقر فأرا ميتا.	دجاجة تنقر فأرا ميتا.	3.6
563	إمرأة تقطّع الثوم بالسكين.	إمرأة تقطّع بصلة.	1.8
564	المرأة تقطّع حبة طماطم.	المرأة تقطّع الخيارإلى شرائح رقيقة .	1.2
565	رجل يقطّع الخبز.	شخص يقطّّع قطع خبز.	3.2
566	إمرأة تقطع حبة فلفل كبيرة.	إمرأة تقطّع حبة قرع.	2.2
567	إمرأة تركب حصانا.	إمرأة تظيف الزيت على السمك.	0.8
568	إمرأة تطلي ضلع لحم الخنزير.	إمرأة تبشر الجزر.	1.6
569	إمرأة تنظف الروبيان.	أحدهم ينظف حيوانا.	2.8
570	الرجل يقشر حبة بطاطا.	الرجل يعزف القيثارة.	0.583
571	رجل يتكلم.	رجل يتكلم في الهاتف.	3.2
572	إمرأة تحضر بعض الطعام.	إمرأة تدخن.	0.8
573	رجل مستلق على الأرض يطلق النار من البندقية.	رجل مستلق و يطلق النار من المسدس.	3.8
574	رجل يصب المعكرونة في طبق.	رجل تم وضعه في سيارة الإسعاف.	0.0
575	رجل يغني في الميكرفون.	رجل يغوص في حوض السباحة .	0.667
576	رجل يطلق النار من المسدس.	رجل يطلق النار من المسدس.	5.0
577	رجل يصافح رجلا آخر.	الرجل يصافح رجالا آخرين.	4.333
578	الهدف ضرب بالرصاص.	تم ضرب هدف بإطلاق نار.	4.214
579	رجل يعزف الناي.	رجل يعزف القيثارة.	1.8
580	رجل يعزف قيثارة.	رجل يقشر حبة بطاطا.	0.4
581	رجل يركب حصانا في الحلبة.	المرأة تركب حصانا.	2.0
582	الطائرة تهبط على المدرج.	تتحرك طائرة على طول مدرج.	2.8
583	إمرأة تستلقي في عوّامة.	إمرأة نائمة في حوض المياه.	0.8
584	رجل يخلط.	رجل يجزّ العشب.	0.8
585	إمرأة تمارس الرياضة.	رجل يرقص.	0.4
586	رجل يرقص.	إمرأة تمارس الرياضة.	0.25
587	إمرأة تضرب رجلا.	إمرأة تقشّرحبّة بطاطا.	0.75
588	رجل ملقا على الأرض.	رجل يعزف البيانو.	0.75
589	إمرأة تركب حصانا.	إمرأة ترقص الباليه.	1.0
590	رجل يعزف قيثارة.	إمرأة تضع ماكياجا.	0.0
591	إمرأة تجدّف قاربا.	إمرأة تقطّع بصلة.	0.8
592	إمرأة تقطّع فلفلا أخضرا.	إمرأة تقطّع حبّة فلفل كبير.	3.4
593	شخص ما وضع الأرز في وعاء.	إمرأة تخلط الأرز في وعاء.	2.769
594	صبي يعزف على آلة.	صبي يعزف الكمان على خشبة المسرح.	2.8
595	إمرأة تقيس كاحل إمرأة أخرى.	إمرأة تقيس إمرأة أخرى.	3.2
596	رجل يرش الجبن المبشور على البيتزا.	رجل يضع الجبن على البيتزا.	4.2
597	رجل يضع قطعا من اللحم في كيس من البلاستيك.	إمرأة تضع شرائحا من اللحم في وعاء.	2.4
598	صبي يعزف البوق.	الصبي يعزف بوقه.	4.4
599	رجل يركب درّاجة ناريّة.	شخص يركب الحصان.	1.8
600	رجل يقطّع حبة خضروات.	رجل يحدّق في ورقة.	0.8
601	إمرأة تقطّع جزرة.	إمرأة تقطّع بصلة.	1.4
602	إمرأة تقطّع حبة بطاطا.	رجل يقطّع  الخضروات.	2.25
603	إمرأة تعزف المزمار.	قط يلعب.	0.25
604	رجل يركب درّاجة هوائيّة حول موقف للسيارات.	رجل يركب درّاجة هوائيّة.	3.25
605	فرقة تعزف و تغنّي على خشبة المسرح.	فرقة تقوم بأداء على خشبة المسرح.	4.5
606	شخص وضع تنين كومودو صغير في وعاء.	شخص إلتقط تنين كومودو و وضعه في صتدوق.	4.2
607	المرأة تركب حصانا.	المرأة تقطع كعكة السمك.	0.8
608	رجل يعزف المزمار.	رجل يأكل الخبز.	0.8
609	إمرأة ترقص.	إمرأة تطبخ الروبيان.	0.8
610	شخص رمى قطّا في الهواء، A person throws a cat in the air and it grabs onto the ceiling.	إمرأة ترقص.	0.25
611	شخص رمى قطّا في الهواء و تعلّق بالسقف.	إمرأة قذفت القط في الهواء، والقط معلق قبالة قضيب على السقف.	3.5
612	رجل قذف حقيبة أسفل سلّم دوّار.	شخص أسقط كاميرا أسفل سلم دوّار.	2.75
613	السلحفاة تمشي.	سلحفاة كبيرة تمشي.	4.25
614	رجل يطلق النار من بندقية.	رجل يمارس الرياضة.	0.5
615	رجل يطلق النار.	رجل يحرق علما.	0.5
616	المرأة تغنّي.	الرجل يدفع الشاحنة.	0.0
617	رجل يضيف الزيت إلى السيارة.	رجل يأكل الخشب.	0.5
618	كلب يأكل بعض البطيخ.	كلب يتحدث إلى الكاميرا.	0.6
619	رجل يضع ورقا على طبق.	رجل يضع اثنين من المناشف الورقية على طبق من الورق.	2.2
620	رجل وامرأة يسيران ممسكان بعضهما البعض.	رجل و إمرأة يسيران.	3.2
621	الرجل يقطّع حبلا سميكا بسيف.	رجل يقطع الحبل بالسيف.	4.4
622	رجل يعزف القيثارة.	الرجل يغنّي و يعزف على القيثارة.	3.0
623	كلب يأكل دمية.	كلب يلعب مع لعبة.	2.25
624	شخص يمزق ورقا.	رجل يقطع ورقة.	2.583
625	ولد يقشر حبة بطاطا.	رجل يعزف بيانو.	0.0
626	فأر يجري.	رجل يرقص.	0.0
627	إمرأة تتحدث على الهاتف.	صبيان يتحدثان على الهاتف.	1.8
628	إمرأة تقشر درنة.	رجل يعزف قيثارة.	0.0
629	إمرأة تقطع اللّيمون.	إمرأة تقطع البصلة.	1.4
630	رجل يجري على حبل.	إمرأة تركب الحصان.	0.0
631	رجل يرسم بعض الوجوه.	رجل يلعب كرة القدم.	0.4
632	رجل يعزف مزمارا.	إمرأة تقشّربرتقالة.	0.0
633	هرة تمشي.	رجل يلعب البولينغ.	0.0
634	رجل يكسر بيضة.	شخص ما يكسر بيضة .	3.0
635	إمرأة تقطع لحما.	رجل يقطّع ثعبانا ليطبخه.	2.0
636	رجل يعزف قيثارة.	الرجل يلعب على لوح المفاتيح.	2.2
637	إمراة تغسل وعاء.	إمرأة تضع ضلال العيون.	1.2
638	رجل يضرب قدورا فخارية.	إمرأة تجرّف الجزر.	0.0
639	الرجل يلعب على لوح المفاتيح.	إمرأة تعزف المزمار.	1.0
640	إمرأة تركب فيلا.	رجل يركب على حصان.	1.533
641	رجل وإمرأة يرقصان تحت المطر.	رجل وإمرأة يرقصان البوليود.	1.667
642	رجل يحمل زهور عباد الشمس الضخمة.	إمرأة تقص زهورا.	1.0
643	إمرأة تقطّع حبة طماطم.	إمرأة ترقص قرب النار.	0.308
644	القنبلة إنفجرت في الصحراء.	الرجل رقص في المطعم.	0.0
645	رجل يرقص.	رجل يعزف المزمار.	0.2
646	علم أمريكي يرفرف في الريح .	علم أمريكي يلوّح.	4.2
647	أسد يتجول.	أسد يمشي في مكان مقفل.	2.6
648	نمر يمشي بدون هدف.	نمر يتجول في قفصه.	3.0
649	شخص يصب زيت الزيتون في قدر على الغاز.	شخص يصب زيت الطبخ في قدر.	3.8
650	إمرأة تركب حصانا.	إمرأة تقطّع البطاطا.	0.75
651	رجل يظهر الخبز.	إمرأة تقطع ليمونة.	0.25
652	رجل يتحدث إلى الجمهور.	رجل يصنع سريرا.	0.75
653	ببغاء يتكلم في الميكروفون .	ببغاء يتكلم.	3.0
654	إمرأة تشرّح بعض التونة.	إمرأة تعزف المزمار.	0.4
655	شخص يقطّّع بصلة.	شخص يركب دراجة نارية.	0.4
656	رجل يرقص تحت المطر.	رجل يغني في الميكرفون.	0.4
657	رجل يضع الأرز في قدر عميق.	رجل  يصب الأرز في القدر.	4.2
658	الكلب ينبح على بطة لعبة إلكترونية .	الكلب ينبح على اللعبة.	3.5
659	إمرأة تخلط بيضة في وعاء.	إمرأة تضيف بيضة و تخلط.	3.5
660	إمرأة تتبل قطعة من اللحم.	إمرأة تغطي قطعة من اللحم بالطحين.	3.0
661	شخص يقطّع فصا من الثوم بالسّكين.	شخص يشرّح بعض الثوم.	3.75
662	القطة،  جاثمة على الطاولة، تنظر خارج النافذة.	قطة بيضاء جاثمة  على خزانة خشبية صغيرة تنظر خارج النافذة.	3.4
663	إمرأة ترفع الأوزان.	إمرأة تمارس الرياضة.	3.4
664	رجل يمارس الرياضة.	رجل يمارس تمارين أرضية.	3.6
665	صبي صغير يسير في اتجاه أمواج المحيط و عكسها.	طفل يجري داخل وخارج أمواج المحيط.	3.8
666	رجل يقشر موزة.	رجل يشرح حبة بطاطا.	1.0
667	رجل يعزف الفلوت الخشبي.	رجل يعزف على البيانو.	1.4
668	رجل يركب الحصان في الصحراء.	رجل يركب حصانا.	3.4
669	شخص يعزف على لوح مفاتيح البيانو.	شخص ما يعزف البيانو.	3.6
670	إمرأة ترسم وجه رجل.	المرأة تضع المكياج  للرجل.	2.8
671	إمرأة تضع الباذنجان المقطّع في المقلاة.	المرأة تضع الباذنجان في المقلاة.	4.0
672	 أخذ الكلب شيئا من الثلاجة.	كلب يسرق الطعام من الثلاجة.	3.2
673	رجل يعزف على آلة موسيقية.	رجل يعزف البوق.	3.4
674	شخص يحرق كميرات.	شخص يستخدم موقد اللحام على إثنين من الكميرات.	2.333
675	إمرأة، في مطبخ، تقشر ليمونة.	إمرأة تقطع ليمونة.	2.667
676	أسد يحاول التسلق على الجدار.	نمر يحاول تسلق الحائط.	3.0
677	رجل يربط عقدة.	رجل يحضر حبل تعليق.	4.667
678	إمرأة ترقص.	إمرأة ترقص على المسرح.	3.2
679	إمرأة تقطّع البطاطا.	إمرأة تقطّع زنجبيلا.	1.6
680	فريقان يلعبان كرة القدم.	رجال يلعبون كرة القدم.	3.0
681	الفتاة ترش النباتات بالماء.	الفتاة تركب الحصان.	0.2
682	رجل يدخل في سيارة في المرآب.	رجل يضع سكينا في الرذيلة.	0.8
683	شخص يقشر حبة بطاطا.	شخص يقلي.	1.2
684	إمرأة تفرم ثوما.	رجل يطلق النار من مسدس.	0.8
685	إمرأة تقطّع بصلة.	إمراة تأرجح ذراعيها.	0.8
686	رجل يرقص.	رجل يمشي في الخارج.	0.75
687	رجل يتحدث.	إمرأة تطبخ لحما.	0.0
688	إمرأة تسرح شعرها.	رجل يجفف يديه.	0.25
689	ركل لاعب كرة قدم الكرة في المرمى.	يركل لاعب كرة قدم الكرة في المرمى  من مكان بعيد في الملعب.	3.25
690	إمرأة تفرك حبة كوسا بفرشاة الخضار.	شخص يفرك حبة كوسا.	4.0
691	حاول الجرو الخروج من الحوض.	جرو يحاول الخروج من الحوض.	3.0
692	فتاة صغيرة تعزف بيانو كبيرا على خشبة المسرح.	فتاة تعزف البيانو.	3.333
693	رجل يرسم على لوحة رقمية ذات المحو الجاف .	رجل يرسم بعض الصور.	3.333
694	تأرجح القرد من غصن إلى غصن.	القرد يتدلّى من الأشجار.	2.0
695	صبيان يلعبان على الترامبولين.	يقفز بعض الأطفال على الترامبولين.	3.0
696	شخص يطوي قطعة من الورق.	شخص يطوي قطعة ورقة مربعة.	3.75
